scientificName
Ababesmya karelia
Lactuca sagittifolia
Lactuca scouleri
Lactuca serotina
Lactuca sp
Lactuca spicata
Lactuca tenella
Lactuca unknown
Lactuca viminalis
Lactura sp
Lacuna vincta
Laelaps castroi
Laelaps dearmasi
Laelaps glasgowi
Laelaps hawaiiensis
Laelaps paulistanensis
Laelaps pilifer
Laelaps thori
Laelia salicis
Laeliocattleya barbarica
Laemobothrion buteonis
Laemobothrion buteonivorum
Laemobothrion circi
Laemobothrion giganteum
Laemobothrion longetarsatum
Laemobothrion milvi
Laemobothrion percnopteri
Laemophloeus ferrugineus
Laephotis capensis
Laephotis zuluensis
Laertias philenor
Laestadia enganea
Laestadia salicis
Laestadia stepponi
Laestadia vanillae
Laetiacantha distincta
Laetilia coccivorella
Laetinaevia rosella
Laevicardium mortoni
Laevicardium pictum
Laevicephalus cinerosus
Laevicephalus obvius
Laevicephalus sylvestris
Lafoensia glyptocarpa
Lagenorhynchus obscurus
Lagerstroemia fauriei
Lagerstroemia hypoleuca
Lagerstroemia indica
Lagerstroemia subcostata
Lagerstroemia tomentosa
Lagidina ptatyeerus
Lagidium peruanum
Lagidium viscacia
Lagoa crispata
Lagonis nevadensis
Lagopoecus brionica
Lagopoecus cameratus
Lagopoecus nirmoides
Lagopoecus protervus
Lagopoecus quadrulatus
Lagopus alexandrae
Lagopus alpinus
Lagopus rupestris
Lagothrix humboldtii
Lagothrix infumatus
Lagothrix lagotrix
Lagria nigricollis
Laguncularia laguncularia
Lagunogammarus setosus
Lakshaphagus indicus
Lama hesterna
Lama peruana
Lamarckia aurea
Lambertiella nepalensis
Lamellaria echinospira
Lamellaria limacosphaera
Laminiscus strelkowi
Lamium maculata
Lamourouxia cordifolia
Lampanyctodes nectoris
Lampanyctus crocodilus
Lampanyctus reinhardtii
Lampetra lamottenii
Lampetra planeri
Lampides baeticus
Lampranthus sp
Lamprocolius chalybaeus
Lamprocolius chalybeus
Lamprocolius chloropterus
Lamprocolius corruscus
Lamprocolius nitens
Lamprodrilus chaunense
Lamprologus hooveri
Lampronia taylorella
Lampronota americana
Lampronota coxalis
Lampronota varia
Lamprosema abstitalis
Lamprosema indicata
Lamprospora albida
Lamprospora dictyospora
Lamprospora fuliginea
Lamprospora persoonii
Lamprospora subaurantia
Lamprospora tjibodensis
Lamprotornis amethystina
Lamprotornis corruscus
Lamprotornis purpureiceps
Lamprotornis purpuropterus
Lamprotornis sp
Lamprotornis splendidus
Lamprotornis violacior
Lanatonectria ochracea
Landolphia angolensis
Landolphia bruneeli
Landolphia congolensis
Landolphia dure
Landolphia foretiana
Landolphia glabra
Landolphia heudelotii
Landolphia hirsuta
Landolphia lucida
Landolphia mannii
Landolphia oblonginerva
Landolphia owariensis
Landolphia sp
Landolphia violacea
Langdonia walkeria
Langeronia brenesi
Langeronia burseyi
Langloisia tremelloides
Languriomorpha lewisi
Languriomorpha nigritarsis
Lanius supercilliosus
Lankesteria barretti
Lankesteria clarki
Lankesteria mackiei
Lannea acida
Lannea barteri
Lannea deiaricata
Lannea microcarpa
Lannea nigritiana
Lannea schweinfurthii
Lannea sp
Lannea welwitschii
Lanocira gardenii
Lantana achyranthifolia
Lantana adoensis
Lantana deodorata
Lantana galls
Lantana kisi
Lantana macrophylla
Lantana montevidensis
Lantana rugosa
Lantana sellowiana
Lantana trifolia
Laothus phydela
Laphygma exigua
Laphygma frugiperda
Laportea capensis
Laportea podocarpa
Lappa arctica
Lappa nemosa
Lappa tornentoosa
Lappa virginiana
Lappula lapulus
Lappula sp
Lappula virginiana
Lapsana tomentosa
Laputa occidentalis
Larex europea
Large cladocerans
Largus davisi
Largus varians
Laria loti
Laricanthus lateralis
Larinioides sp
Larinocerus personatus
Lariophagus fragariae
Lariophagus lineatiporus
Larix dedicua
Larix eirispaea
Larix lavicilia
Larix lyalli
Larix occidneatlis
Larix olg
Larix rhus
Larix spp
Larra analis
Larrea glutinosa
Larrea sp
Larrea t
Larus atricilla
Larus audouinii
Larus belcheri
Larus brunnicephalus
Larus bulleri
Larus cirrocephalus
Larus corticata
Larus crassirostris
Larus flavipes
Larus franklini
Larus fuliginosus
Larus genei
Larus glaucoides
Larus maculipennis
Larus melanocephalus
Larus modestus
Larus philadelphia
Larus pipixcan
Larus ridibundus
Larus schistisagus
Larus sp
Larus spinicauda
Larval crustaceans
Larval shrimp
Lasiagrostis pappiformis
Lasianthus japonicus
Lasiobolus paillata
Lasiobotrys perichymeni
Lasiocampidae unspecified
Lasiochilus fusculus
Lasiochilus pallidulus
Lasioderma tibiale
Lasiodiscus mannii
Lasiodiscus mildbraedii
Lasioglossum acanthostomum
Lasioglossum achilleae
Lasioglossum actifrons
Lasioglossum admirandum
Lasioglossum aegyptiellum
Lasioglossum aegyptiellun
Lasioglossum aeratum
Lasioglossum aethiopicum
Lasioglossum affine
Lasioglossum albipenne
Lasioglossum albipes
Lasioglossum albobarbatum
Lasioglossum albocinctum
Lasioglossum allodalum
Lasioglossum altodatum
Lasioglossum anellum
Lasioglossum anomalum
Lasioglossum antennatum
Lasioglossum apopkense
Lasioglossum apristum
Lasioglossum aquilae
Lasioglossum audasi
Lasioglossum baleicum
Lasioglossum birkmanni
Lasioglossum brevicome
Lasioglossum brevizona
Lasioglossum calceatum
Lasioglossum californicum
Lasioglossum callidum
Lasioglossum callizonium
Lasioglossum capnopum
Lasioglossum chalcodes
Lasioglossum claripenne
Lasioglossum coeruleum
Lasioglossum colatum
Lasioglossum comulum
Lasioglossum connexum
Lasioglossum convexiusculum
Lasioglossum cooleyi
Lasioglossum coriaceum
Lasioglossum crassepunctatum
Lasioglossum creberrimum
Lasioglossum creightoni
Lasioglossum crocinum
Lasioglossum damascenum
Lasioglossum desertum
Lasioglossum discum
Lasioglossum disparile
Lasioglossum diversum
Lasioglossum duplex
Lasioglossum duponti
Lasioglossum ebmerellum
Lasioglossum egregium
Lasioglossum ellisiae
Lasioglossum emirnense
Lasioglossum ephialtum
Lasioglossum ernesti
Lasioglossum evanidum
Lasioglossum evylaeus
Lasioglossum exiliceps
Lasioglossum fedorense
Lasioglossum floridanum
Lasioglossum foveolatum
Lasioglossum giffardi
Lasioglossum gorkiense
Lasioglossum gotham
Lasioglossum hartii
Lasioglossum heterognathum
Lasioglossum heterorhinum
Lasioglossum hitchensi
Lasioglossum hyalinipenne
Lasioglossum hyalinum
Lasioglossum illinoense
Lasioglossum imitatum
Lasioglossum immunitum
Lasioglossum inconditum
Lasioglossum japonicum
Lasioglossum katherineae
Lasioglossum kincaidii
Lasioglossum laevissimum
Lasioglossum lampronotum
Lasioglossum lasereanum
Lasioglossum leucocomum
Lasioglossum leucopus
Lasioglossum libericus
Lasioglossum limbelloides
Lasioglossum limbellum
Lasioglossum lineare
Lasioglossum lineatulum
Lasioglossum lionotum
Lasioglossum littorale
Lasioglossum lucidulum
Lasioglossum lusorium
Lasioglossum mahense
Lasioglossum malachurum
Lasioglossum manitouellum
Lasioglossum marginatum
Lasioglossum marinum
Lasioglossum mediterraneum
Lasioglossum mellipes
Lasioglossum mesosclerum
Lasioglossum microlepoides
Lasioglossum miguelense
Lasioglossum moderatum
Lasioglossum montanum
Lasioglossum morilli
Lasioglossum morrilli
Lasioglossum mosselinum
Lasioglossum mutilum
Lasioglossum nigripes
Lasioglossum nigroviride
Lasioglossum nigrum
Lasioglossum novascotiae
Lasioglossum nudatum
Lasioglossum nudulum
Lasioglossum nymphale
Lasioglossum obnubilum
Lasioglossum obscurum
Lasioglossum occidens
Lasioglossum occidentale
Lasioglossum oceanicum
Lasioglossum olympiae
Lasioglossum ovaliceps
Lasioglossum pacificum
Lasioglossum packeri
Lasioglossum pallens
Lasioglossum paradmirandum
Lasioglossum pauxillum
Lasioglossum pavonotum
Lasioglossum pectinatum
Lasioglossum pectorale
Lasioglossum pectoraloides
Lasioglossum peraltum
Lasioglossum percrassicepes
Lasioglossum perpunctatum
Lasioglossum pictum
Lasioglossum pilosum
Lasioglossum placidensis
Lasioglossum planatum
Lasioglossum platyparium
Lasioglossum politum
Lasioglossum problematicum
Lasioglossum proximatum
Lasioglossum pruinosum
Lasioglossum punctatissimum
Lasioglossum punctatoventre
Lasioglossum puteulanum
Lasioglossum quadrinotatum
Lasioglossum radiatulum
Lasioglossum reticulatum
Lasioglossum robustum
Lasioglossum rozeni
Lasioglossum rufitarse
Lasioglossum rufulipes
Lasioglossum ruidosense
Lasioglossum scobe
Lasioglossum sedi
Lasioglossum semicaeruleum
Lasioglossum sexmaculatum
Lasioglossum sexstrigatum
Lasioglossum sibiriacum
Lasioglossum simplex
Lasioglossum sisymbrii
Lasioglossum smilacinae
Lasioglossum sordidum
Lasioglossum sp
Lasioglossum speculum
Lasioglossum subviridatum
Lasioglossum succinipenne
Lasioglossum surianae
Lasioglossum swenki
Lasioglossum taniolellum
Lasioglossum tegulare
Lasioglossum tenax
Lasioglossum testaceum
Lasioglossum timothyi
Lasioglossum titusi
Lasioglossum transitorium
Lasioglossum transpositum
Lasioglossum trigeminum
Lasioglossum trizonatum
Lasioglossum truncatum
Lasioglossum uelleburgense
Lasioglossum undet
Lasioglossum undetermined
Lasioglossum urenae
Lasioglossum uvirense
Lasioglossum versatum
Lasioglossum villosulum
Lasioglossum viridatum
Lasioglossum viride
Lasioglossum weemsi
Lasioglossum zephyrum
Lasiomma laricicola
Lasiommata adrastoides
Lasioptera fabae
Lasioptera oleicola
Lasioptera vernoniae
Lasiopyga callitrichus
Lasiopyga moria
Lasiosphaeria dejecta
Lasiosphaeria terrestris
Lasiurus sorghoidea
Lasius arizonensis
Lasius sitkaensis
Lasius sp
Lasmenia eryngiicola
Laspeyresia capparidana
Laspeyresia caryana
Laspeyresia funebrana
Laspeyresia hemidoxa
Laspeyresia koenigana
Laspeyresia leplastriana
Laspeyresia leucostoma
Laspeyresia microgrammana
Laspeyresia nigricana
Laspeyresia piperana
Laspeyresia roseticolana
Laspeyresia schistaceana
Laspeyresia splendana
Laspeyresia toreuta
Laspeyresia tricentra
Laspeyresia youngana
Lasthenia californica
Lasthenia fremontii
Lasthenia glabrata
Lasthenia gracilis
Latania loddigesii
Latania lontaroides
Lateriporus mathevossianae
Lateriporus skrjabini
Lathrobium lobrathium
Lathrophytum peckoltii
Lathyrophthalmus aeneus
Lathyrophthalmus quinquelineatus
Lathyrus eucosmus
Lathyrus fabae
Lathyrus lanszwertii
Lathyrus larvatus
Lathyrus macropus
Lathyrus maratinum
Lathyrus maritimus
Lathyrus montanus
Lathyrus nigrus
Lathyrus sp
Lathyrus torreyi
Lathyrus venosus
Lathyrus vestitus
Lathyrus vicia
Latoia albipuncta
Latoia bicolor
Latoia consocia
Latoia hilarata
Latoia lepida
Latoia sinica
Latoia viridissima
Latoiola brunnea
Latonia scale
Latumcephalum greeni
Latumcephalum macropus
Latumcephalum tenax
Launaea dregeana
Launaea welwitschii
Laura nobilis
Laurelia sempervirens
Laurentoscandodus triangularis
Laurocerasus versaillensis
Laurus azorica
Laurus canariensis
Laurus cerasus
Laurus reinwardii
Lauxania aenea
Lauxania sp
Lavandula buchii
Lavandula officinalis
Lavandula pinnata
Lavatera aetica
Lavatera assurgentiflora
Lavatera caroliniana
Lavatera erecta
Lavatera maritima
Lavatera olbia
Lavatera sp
Lavinia navarroensis
Lawrenceocarpus puertoricensis
Lawsonia alba
Lea maiz
Leandra melastomatoides
Leandra xanthocona
Leanina vhleni
Lebeckia multiflora
Lebeckia parvifolia
Lebeckia pungens
Lebeckia sericea
Lebeckia simsiana
Lebeckia spinescens
Lebouria cooperi
Lecanidion amphibolum
Lecanidion atrum
Lecanidion centaureae
Lecaniobius mexicanus
Lecaniobius obscuripes
Lecaniodiscus cupanioides
Lecaniodiscus cupanoides
Lecanium fraternum
Lecanocephalus annulatus
Lecanodiaspis hodgsoni
Lecanodiaspis prosopidis
Lecanodiaspis rufescens
Lecanodiaspis thamnosmae
Lecanodiaspis yuccae
Lecanora barkmaniana
Leccinum castaneum
Leccinum inconspicuum
Leccinum lividostillans
Leccinum pseudoaurantiacum
Leccinum rubripes
Lechea myriophylla
Lechriorchis megasorchis
Lechriorchis proprius
Lecideopsis euphorea
Lecithaster bothyophorus
Lecithochirium laevis
Lecithocladium aegyptensis
Lecithocladium ansavesicularis
Lecithocladium stossichi
Lecithodendrium cheprenianum
Lecythea cylindrica
Lecythea ovata
Lecythea tripustulata
Leda pernula
Leea guineensis
Leersia sp
Leeuwenia convergens
Leeuwenia diospyri
Leeuwenia pasanii
Leeuwenia polyosmae
Leeuwenia scolopiae
Leeuwenia tetrastigmae
Leeuweniella ficophila
Legerella grassii
Legerella hydropori
Legerella parva
Legeria agilis
Lehua tree
Leidyana aglossae
Leidyana berkeleyi
Leidyana canadensis
Leidyana gnyanagangai
Leidyana gryllorum
Leidyana lancea
Leidyana latifolia
Leidyana latiformis
Leidyana limnophili
Leidyana linguata
Leidyana oblonga
Leidyana obtusa
Leidyana oryzaephili
Leidyana oviformis
Leidyana peregrinata
Leidyana phryganidiae
Leidyana saigonensis
Leidyana stejskali
Leidyana subramanii
Leidyana suzumushi
Leidyana tinei
Leidyana vierlingi
Leidyana xylocopae
Leiodinychus orbicularis
Leiognathus sylvarium
Leiolopisma contortrix
Leionotus arvensis
Leionotus clypeatus
Leionotus dorsalis
Leionotus fulvipes
Leionotus fundatus
Leionotus illinoensis
Leionotus leucomelas
Leionotus megaera
Leionotus molestus
Leionotus perennis
Leionotus vagus
Leionucula tenuis
Leioproctus boltonii
Leioproctus fulvescens
Leioproctus imitatus
Leioproctus indigoticus
Leioproctus maritimus
Leioproctus monticola
Leiorhynchus limitare
Leipertrema foxi
Leistes bellicosus
Leiurus aculeatus
Lejeuneaceae unspecified
Lejosophis gigas
Lema oryzae
Lema planifrons
Lema trabeata
Lembosia eliplensus
Lembos rectangularis
Lembos smithi
Lemna sp
Lemna trisulca
Lemniscomys rosalia
Lemonias nubigena
Lemonias stalachtioides
Lemonias zygia
Lemur domestica
Lemuricola inglisi
Lemuricola lemuris
Lemuricola nana
Lemuricola nycticebi
Lemuricola trichuroides
Lemuris trichuroides
Lemur ruber
Lemur variegatus
Lemyra flammeola
Lentinellus strigosus
Lentinus aureus
Lentinus detonia
Lentinus elegans
Lentinus guadelupensis
Lentinus hemispilus
Lentinus lugubris
Lentinus macowanianum
Lentinus paleaceus
Lentodiopsis tephroloida
Lenzia salina
Lenzites berkleianus
Lenzites cristatus
Lenzites discolor
Lenzites imponeus
Lenzites lecontii
Lenzites odoratum
Lenzites rubicunda
Lenzites subodoratus
Lenzites suliventii
Leonotis nepetifolia
Leonotis sibirica
Leontocebus rosalia
Leontocebus rosalie
Leontodon bifidus
Leontodon glatsatus
Leontodon spinosus
Leontodon taraxacoides
Leopard frogs
Leotia lutea
Leo tigris
Lepachys erlumnaris
Leperesinus aculeatus
Leperesinus orni
Lepeurus versicolor
Lepidapedon australis
Lepidapedon magnum
Lepidiota albohirta
Lepidium alyssoides
Lepidium birginicus
Lepidium medium
Lepidium repandum
Lepidium sp
Lepidium spp
Lepidium thurberi
Lepidium virgiana
Lepidium vulgare
Lepidochrysops asteris
Lepidochrysops australis
Lepidochrysops bacchus
Lepidochrysops badhami
Lepidochrysops dolorosa
Lepidochrysops dukei
Lepidochrysops elgonae
Lepidochrysops forsskali
Lepidochrysops grahami
Lepidochrysops ignota
Lepidochrysops irvingi
Lepidochrysops jefferyi
Lepidochrysops ketsi
Lepidochrysops methymna
Lepidochrysops oosthuizeni
Lepidochrysops oreas
Lepidochrysops ortygia
Lepidochrysops patricia
Lepidochrysops peculiaris
Lepidochrysops pephredo
Lepidochrysops pittawayi
Lepidochrysops plebeia
Lepidochrysops puncticilia
Lepidochrysops quassi
Lepidochrysops robertsoni
Lepidochrysops rossouwi
Lepidochrysops swanepoeli
Lepidochrysops tantalus
Lepidochrysops titei
Lepidochrysops trimeni
Lepidochrysops vansoni
Lepidochrysops variabilis
Lepidochrysops wykehami
Lepidomyia decessum
Lepidoniscus hypnorum
Lepidopsallus rubidue
Lepidopsyche unicolor
Lepidoptera adult
Lepidoptera larva
Lepidoptera larvae
Lepidopteran larvae
Lepidoptera probably
Lepidoptera unspecified
Lepidosaphes camelliae
Lepidosaphes cassiniae
Lepidosaphes casuarinae
Lepidosaphes chinensis
Lepidosaphes chitonosa
Lepidosaphes citricola
Lepidosaphes conchiformis
Lepidosaphes contorta
Lepidosaphes cortrioides
Lepidosaphes crassa
Lepidosaphes defecta
Lepidosaphes esakii
Lepidosaphes eucalypti
Lepidosaphes flava
Lepidosaphes granati
Lepidosaphes grisea
Lepidosaphes hartii
Lepidosaphes hilli
Lepidosaphes lobulatus
Lepidosaphes macadamiae
Lepidosaphes macella
Lepidosaphes melaleucae
Lepidosaphes mexicana
Lepidosaphes mulgae
Lepidosaphes multipora
Lepidosaphes newsteadi
Lepidosaphes noxia
Lepidosaphes pallens
Lepidosaphes pini
Lepidosaphes sciadopitysi
Lepidosaphes yanagicola
Lepidospartum latisquamum
Lepidosperma angustatum
Lepidosperma carphoides
Lepidosperma viscidum
Lepidotrema fuliginosum
Lepigonum medium
Lepilemur edwardsi
Lepilemur mustelinus
Lepiota amathistina
Lepiota beardslei
Lepiota boltoni
Lepiota cepaeforme
Lepiota fuscosquamosus
Lepiota oligosarcus
Lepiota psaminites
Lepiota psilopus
Lepiota tigrina
Lepisanthes rubiginosa
Lepismatophila campodea
Lepismatophila ctenolepismae
Lepismatophila orientalis
Lepismatophila parva
Lepismatophila piliformis
Lepismatophila plusiocampae
Lepismatophila rhombocephala
Lepismatophila thermobiae
Lepisosteus osseus
Lepista persina
Lepistemon bebictariforum
Lepocreadium israelensis
Lepocreadium levenseni
Lepoderma ramlianum
Lepodora rachiaea
Lepomis incisor
Lepomis platostomus
Lepophidium jeannae
Lepophidium profundorum
Leporinus spp
Leptacinus lecontei
Leptactina latifolia
Leptaena concinna
Leptaspis banksii
Leptaulaca fissicolis
Leptaulaca vinula
Lepteutypa sandwicensis
Leptocarpus sp
Leptocella exquisita
Leptocephalus abaetulla
Leptocera adults
Leptocera crassimana
Leptocera luteilabris
Leptocerid larvae
Leptochela bermudensis
Leptochela serratorbita
Leptochilus gallicus
Leptochilus rufobasilaris
Leptochironomus stilifer
Leptochirus edax
Leptochloa sp
Leptocoris trivittatus
Leptomastix mayri
Leptomastix suberbus
Leptomastix teii
Leptomazocraes indica
Leptomitus panniformis
Leptomonas ampelophilae
Leptomonas anophelini
Leptomonas anthomyiae
Leptomonas apis
Leptomonas arctocorixae
Leptomonas aspongopi
Leptomonas blaberae
Leptomonas capsularis
Leptomonas chattoni
Leptomonas craggi
Leptomonas ctenopsyllae
Leptomonas drosophilae
Leptomonas emphyti
Leptomonas eristalis
Leptomonas familiaris
Leptomonas foveati
Leptomonas gracilis
Leptomonas inhospes
Leptomonas jordanoi
Leptomonas larvicola
Leptomonas legerorum
Leptomonas lineata
Leptomonas lygaeorum
Leptomonas mercieri
Leptomonas mirabilis
Leptomonas mirperi
Leptomonas naucoridis
Leptomonas oestrorum
Leptomonas oncopelti
Leptomonas pattoni
Leptomonas pediculi
Leptomonas periplanetae
Leptomonas pierantoni
Leptomonas pulicis
Leptomonas pycnosomae
Leptomonas pyraustae
Leptomonas rhinoestri
Leptomonas sarcophagae
Leptomonas scatophagae
Leptomonas serinethae
Leptomonas serpens
Leptomonas stomoxyae
Leptomonas stratiomyiae
Leptomonas tortum
Leptomonas vespae
Leptomyrina gorgias
Leptomyrina handmani
Leptomyrina henningi
Leptomyrina hirundo
Leptomyrina lara
Lepton canadensis
Leptonychia batangensis
Leptonyx monachus
Leptopecten montimerus
Leptoporus irpex
Leptops olivanis
Leptops olivaris
Leptopsylla musculi
Leptopsylla nana
Leptopsylla sicistae
Leptopsylla taschenbergi
Leptopterus viridis
Leptorhaphis pyrenopezizoides
Leptorhynchus thecatus
Leptosoma tumefaciens
Leptospermum brevipes
Leptospermum coriaceum
Leptospermum laevigata
Leptospermum lanigerum
Leptospermum leptospermum
Leptospermum myrsinoides
Leptospermum polygalifolium
Leptospermum rupestre
Leptospermum sphaerocarpum
Leptospermum squarrosum
Leptospermum whitei
Leptosphaeria acantholimonis
Leptosphaeria apsingensis
Leptosphaeria barlericola
Leptosphaeria bouera
Leptosphaeria celata
Leptosphaeria centrophila
Leptosphaeria cerca
Leptosphaeria cibostii
Leptosphaeria clematidis
Leptosphaeria encopodicola
Leptosphaeria hispida
Leptosphaeria holmiana
Leptosphaeria lacustris
Leptosphaeria melandryi
Leptosphaeria microsticta
Leptosphaeria oqutoiensis
Leptosphaeria orthoceros
Leptosphaeria phlomidis
Leptosphaeria phoradendri
Leptosphaeria polyspermum
Leptosphaeria pterotheca
Leptosphaeria sequoiae
Leptosphaeria spermoides
Leptosphaeria spinifera
Leptosphaeria spp
Leptosphaeria subacuta
Leptosphaeria sydowiana
Leptosphaeria tecomae
Leptosphaeria veratrinum
Leptosphaeria vermicularia
Leptosphaeria zizyphi
Leptosphaerulina thuiae
Leptospira bratislava
Leptospira canicola
Leptospira icterohaemorrhagiae
Leptosporella filicina
Leptostroma asphodeli
Leptostroma carcina
Leptostroma liriodendri
Leptotaenia multi
Leptotes brevidentatus
Leptotes parrhasioides
Leptotes trigemmatus
Leptotheca informissebasta
Leptothorax provancheri
Leptothrix atra
Leptothyrium albanicum
Leptothyrium convallariarum
Leptothyrium lentisci
Leptothyrium medium
Leptothyrium minutisporum
Leptothyrium pulchellum
Leptothyrium quercus
Leptothyrium robiniae
Leptothyrium rugulosum
Leptothyrium tulipiferae
Leptothyrium xylostei
Leptotrochila rosseauana
Leptotrombidium panamensis
Leptura aethiops
Leptura arcuata
Leptura melanura
Leptura ochraceofasciata
Leptura pubera
Leptura rubra
Leptura vittata
Lepus aegyptius
Lepus allaris
Lepus aries
Lepus arizonae
Lepus bairdii
Lepus campestris
Lepus cascadensis
Lepus cunicularis
Lepus hibernicus
Lepus melanotis
Lepus sinensis
Lepus tolai
Lepus townsendicampanius
Lepus variabilis
Lepus victoriae
Lepus virginianus
Lepus vulpis
Lepus washingtoni
Lerista bipes
Lerista desertorum
Leskia analis
Leskiomima prima
Leskiomima secunda
Leskiomima tenera
Leskiopalpus diadema
Lespedeza canadensis
Lespedeza cuspidata
Lespedeza cyrtobotrya
Lespedeza fasciata
Lespedeza intermedia
Lespedeza lusita
Lespedeza pubescens
Lespedeza repens
Lespedeza sp
Lespedeza striata
Lespedeza thunbergii
Lespesia ciliata
Lespesia dimmocki
Lesquerella arenosa
Lesquerella filiformis
Lesquerella montana
Lesquerella sp
Lessertia diffusa
Lessertia macrostachya
Lessertia rigida
Lessertia spinescens
Lestica clypeata
Lestodiplosis pictipennis
Lestris parasiticus
Lestrolepis similis
Letendraea frasseriana
Lethe niitakana
Lethocerus columbiae
Lethrinus fulviflamma
Leucadendron argenteum
Leucadendron sabulosum
Leucadendron sp
Leucaena cunningham
Leucaena hondurensis
Leucaena sp
Leucangium readeri
Leucangium readerii
Leucania albilinea
Leucania separata
Leucania toroneura
Leucanthemum maximum
Leucantigius atayalica
Leucarctia acraea
Leucarctia acrea
Leucas capensis
Leucaspis affinis
Leucaspis pini
Leucaspis pusilla
Leucaspis riccae
Leucaspis riccas
Leuceria candidissima
Leuceria salina
Leucichthys artedi
Leucichthys osmeniformis
Leucichthys sardinella
Leucinodes elegantalis
Leuciscus jeses
Leucocarbo fuscescens
Leucocera laevicollis
Leucochloe daplidice
Leucochloridium insigne
Leucochloridium morpha
Leucochloridium perisorisae
Leucochloridium problematicum
Leucochloridium taiwanensis
Leucocytozoon anellobiae
Leucocytozoon artamidis
Leucocytozoon caprimulgi
Leucocytozoon dacelo
Leucocytozoon danilewskyi
Leucocytozoon grusi
Leucocytozoon ibisi
Leucocytozoon marchouxi
Leucocytozoon nigrolineatus
Leucocytozoon podargii
Leucocytozoon sakharoffi
Leucocytozoon smithi
Leucoma ochropoda
Leuconotopicus stricklandi
Leuconotopicus stricklandii
Leucophaea surinamensis
Leucophora dissimilis
Leucophoyx thula
Leucopina americana
Leucopis ceroplastophaga
Leucopogon concurvus
Leucopogon cordatus
Leucopogon ericoides
Leucopogon juniperinus
Leucopogon nutans
Leucopogon obovatus
Leucopogon parviflorus
Leucopogon reflexus
Leucopogon revolutus
Leucopogon unilateralis
Leucopogon verticillatus
Leucopomyia obscura
Leucoptera daricella
Leucosmia albiventria
Leucosomus corporalis
Leucospermum conocarpodendron
Leucospermum cordifolium
Leucospermum sp
Leucospis gomezi
Leucospis poeyi
Leucospis vallicaucaensis
Leucostoma nigricornis
Leucostoma nivea
Leucostoma siphonina
Leucothoe girards
Leucothoe racemosa
Leucothoe sp
Leuctra nymphs
Levantina sesareana
Leveillula prosopodis
Levinea agriocnemidis
Levinseniella adunca
Levinseniella amnicolae
Levinseniella caribbea
Levinseniella conicostoma
Levinseniella howensis
Levinseniella monodactyla
Levisticum mutellina
Leymus paboanus
Leymus sabulosus
Liacarus itascensis
Liana sp
Lianthus pungens
Liatris nashii
Liatris scariosa
Liatris sp
Liatris species
Liatris tenuifolia
Libellula quadrimaculata
Libellulid nymphs
Libertella abietis
Libocedrus decuneus
Libocedrus sp
Libythea carinenta
Libythea geoffroy
Licea debaryanum
Licea erythrosperma
Licea fuscopariete
Licea itascana
Licea opaca
Lichenochora hypanica
Lichenochora makareviczae
Lichenochora physciicola
Lichenochora polycoccoides
Lichenodiplis anomala
Lichenodiplis poeltii
Lichenopeltella physciae
Lichenopeltella soiliae
Lichenosticta hoegnabbae
Lichenostigma rupicolae
Lichen sp
Lichtensia chrysophyllae
Licinus punctatosulcatus
Licmophora tincta
Licuala peltata
Licuala ramsayi
Lida hideraces
Lida ureus
Liga facile
Ligaria cuneifolia
Lignocarpa tremulus
Lignum pineum
Lignum putridum
Ligula chilomycterus
Ligularia fischerii
Ligula turgida
Ligusticum apiodorum
Ligusticum echinatum
Ligusticum japonicum
Ligusticum pacificum
Ligusticum sp
Ligusticum vulgare
Ligustrum compactum
Ligustrum joponicum
Ligustrum medium
Ligustrum purpureum
Ligustrum robustum
Ligustrum scoticum
Ligustrum sp
Ligyrocoris latimarginatus
Ligyrocoris litigliosus
Ligyrus guas
Ligyrus juvencus
Ligyrus relictus
Ligyrus tumulosus
Lilac blossoms
Lilium bellingham
Lilium callosum
Lilium erabu
Lilium formosanum
Lilium grandiflorum
Lilium grayi
Lilium henryi
Lilium humboldtianum
Lilium leichtlinii
Lilium pardalinum
Lilium parryi
Lilium philippinense
Lilium phillipense
Lilium regale
Lilium sikkimense
Lilium tenuifolium
Lilium tigrinum
Lilium washingtonianum
Lillium canadensis
Lilularia liluratus
Lima bean
Lima beans
Limacina trochiformis
Limacinia salicina
Limacodidae unspecified
Lima vulgaris
Limax niger
Limbobotys ptyophora
Limenitis sinope
Limeum aethiopicum
Limeum fenestratum
Limeum myosotis
Limeum sp
Limeum sulcatum
Limnea natalensis
Limnephilus igma
Limnephilus sp
Limnius sp
Limnocaridina ltipes
Limnocharis viridiflora
Limnophila sp
Limnophora promineus
Limnophora quaterna
Limnophora riparia
Limnophora sinuata
Limnophora sp
Limnophora triangular
Limnophyes natalensis
Limochores manataaqua
Limochores taumas
Limonia acidissima
Limonia elephantum
Limonia sp
Limoniidae sp
Limonium brizalense
Limonium chiloensis
Limonium nashii
Limonius propexus
Limopsis striatopunctatus
Limosina spec
Limulus trackway
Lina lapponica
Linanthus sp
Linaria americana
Linaria canadensis
Linaria delphinifolia
Linaria melanthera
Linaria virgariae
Lina trilineata
Lincus malevolus
Lindenius errans
Lindenius robertsoni
Lindera benzoin
Lindera communis
Lindera obtusiloba
Lindera praecox
Lindera sericea
Lindera umbellata
Lindingaspis rosii
Lindorus lophanthae
Lineodes elcodes
Lineolepis lineola
Lingo frondoso
